,checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate,status_and_sex,co-applicants_guarantors,residence_since,property,age,other_installment_plans,housing,existing_credits,job,people_to_provide_maintenance_for,telephone,foreign_worker,customer_goodness
360,0_to_200,18,existing_duly_paid,education,1239,unknown,1_to_4y,4,male_single,none,4,none_unknown,61,none,free,1,employed,1,no,yes,1
361,over_200,12,existing_duly_paid,radio_tv,3399,unknown,over_7y,2,male_single,none,3,car_other,37,none,own,1,highly_qualified_or_self-employed,1,no,yes,1
362,over_200,12,delayed,car_new,2247,up_to_100,1_to_4y,2,female_married_separated,none,2,car_other,36,stores,own,2,employed,1,yes,yes,1
363,none,6,existing_duly_paid,furniture,1766,up_to_100,1_to_4y,1,male_married,none,2,building_society_savings_agreement_or_life_insurance,21,none,rent,1,employed,1,no,yes,1
364,negative,18,existing_duly_paid,furniture,2473,up_to_100,unemployed,4,male_single,none,1,car_other,25,none,own,1,unemployed_non-resident,1,no,yes,0
365,none,12,existing_duly_paid,business,1542,up_to_100,4_to_7y,2,male_single,none,4,car_other,36,none,own,1,employed,1,yes,yes,1
366,none,18,critical_account,car:used,3850,up_to_100,4_to_7y,3,male_single,none,1,car_other,27,none,own,2,employed,1,no,yes,1
367,negative,18,existing_duly_paid,furniture,3650,up_to_100,up_to_1y,1,female_married_separated,none,4,car_other,22,none,rent,1,employed,1,no,yes,1
368,negative,36,existing_duly_paid,furniture,3446,up_to_100,over_7y,4,male_single,none,2,car_other,42,none,own,1,employed,2,no,yes,0
369,0_to_200,18,existing_duly_paid,furniture,3001,up_to_100,4_to_7y,2,female_married_separated,none,4,real_estate,40,none,rent,1,employed,1,no,yes,1
370,none,36,existing_duly_paid,car_new,3079,unknown,1_to_4y,4,male_single,none,4,real_estate,36,none,own,1,employed,1,no,yes,1
371,none,18,critical_account,radio_tv,6070,up_to_100,over_7y,3,male_single,none,4,car_other,33,none,own,2,employed,1,yes,yes,1
372,none,10,critical_account,furniture,2146,up_to_100,up_to_1y,1,female_married_separated,none,3,real_estate,23,none,rent,2,employed,1,no,yes,1
373,none,60,critical_account,car_new,13756,unknown,over_7y,2,male_single,none,4,none_unknown,63,bank,free,1,highly_qualified_or_self-employed,1,yes,yes,1
374,0_to_200,60,duly_paid,other,14782,100_to_500,over_7y,3,female_married_separated,none,4,none_unknown,60,bank,free,2,highly_qualified_or_self-employed,1,yes,yes,0
375,negative,48,duly_paid,business,7685,up_to_100,4_to_7y,2,female_married_separated,guarantor,4,car_other,37,none,rent,1,employed,1,no,yes,0
376,none,18,delayed,radio_tv,2320,up_to_100,unemployed,2,male_married,none,3,real_estate,34,none,own,2,employed,1,no,yes,1
377,none,7,delayed,radio_tv,846,unknown,over_7y,3,male_single,none,4,none_unknown,36,none,free,1,employed,1,no,yes,1
378,0_to_200,36,existing_duly_paid,car_new,14318,up_to_100,over_7y,4,male_single,none,2,none_unknown,57,none,free,1,highly_qualified_or_self-employed,1,yes,yes,0
379,none,6,critical_account,car_new,362,100_to_500,1_to_4y,4,female_married_separated,none,4,car_other,52,none,own,2,unskilled_resident,1,no,yes,1
380,negative,20,existing_duly_paid,furniture,2212,unknown,4_to_7y,4,male_single,none,4,car_other,39,none,own,1,employed,1,yes,yes,1
381,0_to_200,18,existing_duly_paid,car:used,12976,up_to_100,unemployed,3,female_married_separated,none,4,none_unknown,38,none,free,1,highly_qualified_or_self-employed,1,yes,yes,0
382,none,22,existing_duly_paid,car_new,1283,unknown,4_to_7y,4,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,25,none,rent,1,employed,1,no,yes,1
383,over_200,12,existing_duly_paid,car_new,1330,up_to_100,up_to_1y,4,male_single,none,1,real_estate,26,none,own,1,employed,1,no,yes,1
384,none,30,delayed,business,4272,100_to_500,1_to_4y,2,male_single,none,2,building_society_savings_agreement_or_life_insurance,26,none,own,2,unskilled_resident,1,no,yes,1
385,none,18,critical_account,radio_tv,2238,up_to_100,1_to_4y,2,female_married_separated,none,1,car_other,25,none,own,2,employed,1,no,yes,1
386,none,18,existing_duly_paid,radio_tv,1126,unknown,up_to_1y,4,female_married_separated,none,2,real_estate,21,none,rent,1,employed,1,yes,yes,1
387,0_to_200,18,critical_account,furniture,7374,up_to_100,unemployed,4,male_single,none,4,building_society_savings_agreement_or_life_insurance,40,stores,own,2,highly_qualified_or_self-employed,1,yes,yes,1
388,0_to_200,15,critical_account,business,2326,500_to_1000,1_to_4y,2,male_single,none,4,car_other,27,bank,own,1,employed,1,no,yes,1
389,none,9,existing_duly_paid,business,1449,up_to_100,4_to_7y,3,female_married_separated,none,2,car_other,27,none,own,2,employed,1,no,yes,1
390,none,18,existing_duly_paid,car_new,1820,up_to_100,1_to_4y,2,male_married,none,2,building_society_savings_agreement_or_life_insurance,30,none,own,1,highly_qualified_or_self-employed,1,yes,yes,1
391,0_to_200,12,existing_duly_paid,furniture,983,over_1000,up_to_1y,1,female_married_separated,none,4,real_estate,19,none,rent,1,unskilled_resident,1,no,yes,1
392,negative,36,existing_duly_paid,car_new,3249,up_to_100,4_to_7y,2,male_single,none,4,none_unknown,39,bank,free,1,highly_qualified_or_self-employed,2,yes,yes,1
393,negative,6,critical_account,radio_tv,1957,up_to_100,4_to_7y,1,female_married_separated,none,4,car_other,31,none,own,1,employed,1,no,yes,1
394,none,9,critical_account,furniture,2406,up_to_100,unemployed,2,male_single,none,3,car_other,31,none,own,1,highly_qualified_or_self-employed,1,no,yes,1
395,0_to_200,39,delayed,education,11760,100_to_500,4_to_7y,2,male_single,none,3,none_unknown,32,none,rent,1,employed,1,yes,yes,1
396,negative,12,existing_duly_paid,furniture,2578,up_to_100,unemployed,3,female_married_separated,none,4,none_unknown,55,none,free,1,highly_qualified_or_self-employed,1,no,yes,1
397,negative,36,critical_account,furniture,2348,up_to_100,1_to_4y,3,male_married,none,2,building_society_savings_agreement_or_life_insurance,46,none,own,2,employed,1,yes,yes,1
398,0_to_200,12,existing_duly_paid,car_new,1223,up_to_100,over_7y,1,male_separated,none,1,real_estate,46,none,rent,2,employed,1,no,yes,0
399,none,24,critical_account,radio_tv,1516,over_1000,1_to_4y,4,female_married_separated,none,1,real_estate,43,none,own,2,unskilled_resident,1,no,yes,1
400,none,18,existing_duly_paid,radio_tv,1473,up_to_100,up_to_1y,3,male_married,none,4,real_estate,39,none,own,1,employed,1,yes,yes,1
401,0_to_200,18,critical_account,business,1887,unknown,1_to_4y,4,male_married,none,4,real_estate,28,bank,own,2,employed,1,no,yes,1
402,none,24,delayed,business,8648,up_to_100,up_to_1y,2,male_single,none,2,car_other,27,bank,own,2,employed,1,yes,yes,0
403,none,14,delayed,car_new,802,up_to_100,1_to_4y,4,male_single,none,2,car_other,27,none,own,2,unskilled_resident,1,no,yes,1
404,0_to_200,18,delayed,car_new,2899,unknown,over_7y,4,male_single,none,4,car_other,43,none,own,1,employed,2,no,yes,1
405,0_to_200,24,existing_duly_paid,radio_tv,2039,up_to_100,up_to_1y,1,male_married,none,1,building_society_savings_agreement_or_life_insurance,22,none,own,1,employed,1,yes,yes,0
406,none,24,critical_account,car:used,2197,unknown,4_to_7y,4,male_single,none,4,car_other,43,none,own,2,employed,2,yes,yes,1
407,negative,15,existing_duly_paid,radio_tv,1053,up_to_100,up_to_1y,4,male_married,none,2,real_estate,27,none,own,1,employed,1,no,no,1
408,none,24,existing_duly_paid,radio_tv,3235,500_to_1000,over_7y,3,male_separated,none,2,car_other,26,none,own,1,highly_qualified_or_self-employed,1,yes,yes,1
409,over_200,12,critical_account,car_new,939,500_to_1000,4_to_7y,4,male_married,none,2,real_estate,28,none,own,3,employed,1,yes,yes,0
410,0_to_200,24,existing_duly_paid,radio_tv,1967,up_to_100,over_7y,4,female_married_separated,none,4,car_other,20,none,own,1,employed,1,yes,yes,1
411,none,33,critical_account,car:used,7253,up_to_100,4_to_7y,3,male_single,none,2,car_other,35,none,own,2,highly_qualified_or_self-employed,1,yes,yes,1
412,none,12,critical_account,business,2292,up_to_100,unemployed,4,male_single,none,2,car_other,42,stores,own,2,highly_qualified_or_self-employed,1,yes,yes,0
413,none,10,existing_duly_paid,car_new,1597,500_to_1000,1_to_4y,3,male_single,none,2,none_unknown,40,none,rent,1,unskilled_resident,2,no,no,1
414,negative,24,existing_duly_paid,car_new,1381,unknown,1_to_4y,4,female_married_separated,none,2,building_society_savings_agreement_or_life_insurance,35,none,own,1,employed,1,no,yes,0
415,none,36,critical_account,car:used,5842,up_to_100,over_7y,2,male_single,none,2,building_society_savings_agreement_or_life_insurance,35,none,own,2,employed,2,yes,yes,1
416,negative,12,existing_duly_paid,car_new,2579,up_to_100,up_to_1y,4,male_single,none,1,real_estate,33,none,own,1,unskilled_resident,2,no,yes,0
417,negative,18,delayed,education,8471,unknown,1_to_4y,1,female_married_separated,none,2,car_other,23,none,rent,2,employed,1,yes,yes,1
418,none,21,existing_duly_paid,car_new,2782,500_to_1000,4_to_7y,1,female_married_separated,none,2,car_other,31,bank,own,1,highly_qualified_or_self-employed,1,no,yes,1
419,0_to_200,18,existing_duly_paid,car_new,1042,unknown,1_to_4y,4,female_married_separated,none,2,building_society_savings_agreement_or_life_insurance,33,none,own,1,employed,1,no,yes,0
420,none,15,existing_duly_paid,car_new,3186,over_1000,4_to_7y,2,female_married_separated,none,3,car_other,20,none,rent,1,employed,1,no,yes,1
421,0_to_200,12,existing_duly_paid,car:used,2028,unknown,1_to_4y,4,male_single,none,2,car_other,30,none,own,1,employed,1,no,yes,1
422,0_to_200,12,critical_account,car_new,958,up_to_100,4_to_7y,2,male_single,none,3,real_estate,47,none,own,2,unskilled_resident,2,no,yes,1
423,none,21,delayed,furniture,1591,100_to_500,4_to_7y,4,male_single,none,3,real_estate,34,none,own,2,highly_qualified_or_self-employed,1,no,yes,1
424,0_to_200,12,existing_duly_paid,furniture,2762,unknown,over_7y,1,female_married_separated,none,2,building_society_savings_agreement_or_life_insurance,25,bank,own,1,employed,1,yes,yes,0
425,0_to_200,18,existing_duly_paid,car:used,2779,up_to_100,1_to_4y,1,male_married,none,3,car_other,21,none,rent,1,employed,1,yes,yes,1
426,none,28,critical_account,radio_tv,2743,up_to_100,over_7y,4,male_single,none,2,car_other,29,none,own,2,employed,1,no,yes,1
427,none,18,critical_account,radio_tv,1149,over_1000,1_to_4y,4,male_single,none,3,real_estate,46,none,own,2,employed,1,no,yes,1
428,none,9,existing_duly_paid,furniture,1313,up_to_100,over_7y,1,male_single,none,4,car_other,20,none,own,1,employed,1,no,yes,1
429,negative,18,critical_account,repairs,1190,up_to_100,unemployed,2,female_married_separated,none,4,none_unknown,55,none,free,3,unemployed_non-resident,2,no,yes,0
430,none,5,existing_duly_paid,business,3448,up_to_100,4_to_7y,1,male_single,none,4,real_estate,74,none,own,1,unskilled_resident,1,no,yes,1
431,0_to_200,24,existing_duly_paid,other,11328,up_to_100,1_to_4y,2,male_single,co-applicant,3,car_other,29,bank,own,2,highly_qualified_or_self-employed,1,yes,yes,0
432,negative,6,critical_account,furniture,1872,up_to_100,unemployed,4,male_single,none,4,none_unknown,36,none,free,3,highly_qualified_or_self-employed,1,yes,yes,1
433,none,24,critical_account,repairs,2058,up_to_100,1_to_4y,4,male_separated,none,2,real_estate,33,none,own,2,employed,1,yes,yes,1
434,negative,9,existing_duly_paid,furniture,2136,up_to_100,1_to_4y,3,male_single,none,2,real_estate,25,none,own,1,employed,1,no,yes,1
435,0_to_200,12,existing_duly_paid,radio_tv,1484,unknown,1_to_4y,2,male_married,none,1,real_estate,25,none,own,1,employed,1,yes,yes,0
436,none,6,existing_duly_paid,repairs,660,500_to_1000,4_to_7y,2,male_married,none,4,real_estate,23,none,rent,1,unskilled_resident,1,no,yes,1
437,none,24,critical_account,car_new,1287,over_1000,over_7y,4,female_married_separated,none,4,real_estate,37,none,own,2,employed,1,yes,yes,1
438,negative,42,critical_account,repairs,3394,up_to_100,unemployed,4,male_single,co-applicant,4,car_other,65,none,own,2,unemployed_non-resident,1,no,yes,1
439,over_200,12,duly_paid,business,609,up_to_100,up_to_1y,4,female_married_separated,none,1,real_estate,26,none,own,1,unemployed_non-resident,1,no,yes,0
440,none,12,existing_duly_paid,car_new,1884,up_to_100,over_7y,4,male_single,none,4,car_other,39,none,own,1,highly_qualified_or_self-employed,1,yes,yes,1
441,negative,12,existing_duly_paid,furniture,1620,up_to_100,1_to_4y,2,female_married_separated,co-applicant,3,building_society_savings_agreement_or_life_insurance,30,none,own,1,employed,1,no,yes,1
442,0_to_200,20,delayed,other,2629,up_to_100,1_to_4y,2,male_single,none,3,car_other,29,bank,own,2,employed,1,yes,yes,1
443,none,12,existing_duly_paid,education,719,up_to_100,over_7y,4,male_single,none,4,car_other,41,bank,own,1,unskilled_resident,2,no,yes,0
444,0_to_200,48,critical_account,furniture,5096,up_to_100,1_to_4y,2,female_married_separated,none,3,car_other,30,none,own,1,highly_qualified_or_self-employed,1,yes,yes,0
445,none,9,critical_account,education,1244,unknown,over_7y,4,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,41,none,rent,2,unskilled_resident,1,no,yes,1
446,negative,36,existing_duly_paid,car_new,1842,up_to_100,up_to_1y,4,female_married_separated,none,4,car_other,34,none,own,1,employed,1,yes,yes,0
447,0_to_200,7,existing_duly_paid,radio_tv,2576,up_to_100,1_to_4y,2,male_single,guarantor,2,real_estate,35,none,own,1,employed,1,no,yes,1
448,over_200,12,existing_duly_paid,furniture,1424,unknown,over_7y,3,female_married_separated,none,4,real_estate,55,none,own,1,highly_qualified_or_self-employed,1,yes,yes,1
449,0_to_200,15,delayed,repairs,1512,over_1000,1_to_4y,3,male_married,none,3,building_society_savings_agreement_or_life_insurance,61,stores,own,2,employed,1,no,yes,0
450,none,36,critical_account,car:used,11054,unknown,1_to_4y,4,male_single,none,2,car_other,30,none,own,1,highly_qualified_or_self-employed,1,yes,yes,1
451,none,6,existing_duly_paid,radio_tv,518,up_to_100,1_to_4y,3,female_married_separated,none,1,real_estate,29,none,own,1,employed,1,no,yes,1
452,none,12,none_or_duly_paid,furniture,2759,up_to_100,over_7y,2,male_single,none,4,building_society_savings_agreement_or_life_insurance,34,none,own,2,employed,1,no,yes,1
453,none,24,existing_duly_paid,car:used,2670,up_to_100,over_7y,4,male_single,none,4,car_other,35,none,own,1,highly_qualified_or_self-employed,1,yes,yes,1
454,negative,24,existing_duly_paid,car_new,4817,up_to_100,4_to_7y,2,male_single,co-applicant,3,building_society_savings_agreement_or_life_insurance,31,none,own,1,employed,1,yes,yes,0
455,none,24,existing_duly_paid,car:used,2679,up_to_100,up_to_1y,4,female_married_separated,none,1,none_unknown,29,none,own,1,highly_qualified_or_self-employed,1,yes,yes,1
456,negative,11,critical_account,car_new,3905,up_to_100,1_to_4y,2,male_single,none,2,real_estate,36,none,rent,2,employed,2,no,yes,1
457,negative,12,existing_duly_paid,car:used,3386,up_to_100,over_7y,3,male_single,none,4,none_unknown,35,none,free,1,employed,1,yes,yes,0
458,negative,6,existing_duly_paid,appliances,343,up_to_100,up_to_1y,4,female_married_separated,none,1,real_estate,27,none,own,1,employed,1,no,yes,1
459,none,18,existing_duly_paid,radio_tv,4594,up_to_100,up_to_1y,3,male_single,none,2,car_other,32,none,own,1,employed,1,yes,yes,1
460,negative,36,existing_duly_paid,furniture,3620,up_to_100,1_to_4y,1,male_single,guarantor,2,building_society_savings_agreement_or_life_insurance,37,none,own,1,employed,2,no,yes,1
461,negative,15,existing_duly_paid,car_new,1721,up_to_100,up_to_1y,2,male_single,none,3,real_estate,36,none,own,1,employed,1,no,yes,1
462,0_to_200,12,existing_duly_paid,furniture,3017,up_to_100,up_to_1y,3,female_married_separated,none,1,real_estate,34,none,rent,1,highly_qualified_or_self-employed,1,no,yes,1
463,0_to_200,12,existing_duly_paid,retraining,754,unknown,over_7y,4,male_single,none,4,building_society_savings_agreement_or_life_insurance,38,none,own,2,employed,1,no,yes,1
464,none,18,existing_duly_paid,business,1950,up_to_100,4_to_7y,4,male_single,none,1,car_other,34,stores,own,2,employed,1,yes,yes,1
465,negative,24,existing_duly_paid,car:used,2924,up_to_100,1_to_4y,3,male_single,guarantor,4,none_unknown,63,bank,own,1,employed,2,yes,yes,1
466,negative,24,delayed,radio_tv,1659,up_to_100,up_to_1y,4,female_married_separated,none,2,car_other,29,none,rent,1,unskilled_resident,1,yes,yes,0
467,none,48,delayed,radio_tv,7238,unknown,over_7y,3,male_single,none,3,car_other,32,bank,own,2,employed,2,no,yes,1
468,none,33,delayed,business,2764,up_to_100,1_to_4y,2,female_married_separated,none,2,car_other,26,none,own,2,employed,1,yes,yes,1
469,none,24,delayed,car:used,4679,up_to_100,4_to_7y,3,male_single,none,3,car_other,35,none,own,2,unskilled_resident,1,yes,yes,1
470,0_to_200,24,existing_duly_paid,radio_tv,3092,100_to_500,up_to_1y,3,male_married,none,2,car_other,22,none,rent,1,employed,1,yes,yes,0
471,negative,6,existing_duly_paid,education,448,up_to_100,up_to_1y,4,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,23,none,own,1,employed,1,no,yes,0
472,negative,9,existing_duly_paid,car_new,654,up_to_100,1_to_4y,4,male_single,none,3,car_other,28,none,own,1,unskilled_resident,1,no,yes,0
473,none,6,existing_duly_paid,retraining,1238,unknown,unemployed,4,male_single,none,4,building_society_savings_agreement_or_life_insurance,36,none,own,1,highly_qualified_or_self-employed,2,yes,yes,1
474,0_to_200,18,critical_account,radio_tv,1245,up_to_100,1_to_4y,4,male_married,none,2,car_other,33,none,own,1,employed,1,no,yes,0
475,negative,18,none_or_duly_paid,furniture,3114,up_to_100,up_to_1y,1,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,26,none,rent,1,employed,1,no,yes,0
476,none,39,existing_duly_paid,car:used,2569,500_to_1000,1_to_4y,4,male_single,none,4,car_other,24,none,own,1,employed,1,no,yes,1
477,over_200,24,existing_duly_paid,radio_tv,5152,up_to_100,4_to_7y,4,male_single,none,2,car_other,25,bank,own,1,employed,1,no,yes,1
478,0_to_200,12,existing_duly_paid,business,1037,100_to_500,4_to_7y,3,male_single,none,4,real_estate,39,none,own,1,unskilled_resident,1,no,yes,1
479,negative,15,critical_account,furniture,1478,up_to_100,over_7y,4,male_single,none,4,car_other,44,none,own,2,employed,2,yes,yes,1
480,0_to_200,12,critical_account,radio_tv,3573,up_to_100,1_to_4y,1,female_married_separated,none,1,real_estate,23,none,own,1,unskilled_resident,1,no,yes,1
481,0_to_200,24,existing_duly_paid,car_new,1201,up_to_100,up_to_1y,4,male_single,none,1,building_society_savings_agreement_or_life_insurance,26,none,own,1,employed,1,no,yes,1
482,negative,30,existing_duly_paid,furniture,3622,over_1000,over_7y,4,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,57,none,rent,2,employed,1,yes,yes,1
483,none,15,delayed,furniture,960,over_1000,4_to_7y,3,female_married_separated,none,2,building_society_savings_agreement_or_life_insurance,30,none,own,2,employed,1,no,yes,1
484,none,12,critical_account,car_new,1163,500_to_1000,1_to_4y,4,male_single,none,4,real_estate,44,none,own,1,employed,1,yes,yes,1
485,0_to_200,6,delayed,car_new,1209,up_to_100,unemployed,4,male_single,none,4,building_society_savings_agreement_or_life_insurance,47,none,own,1,highly_qualified_or_self-employed,1,yes,yes,0
486,none,12,existing_duly_paid,radio_tv,3077,up_to_100,1_to_4y,2,male_single,none,4,car_other,52,none,own,1,employed,1,yes,yes,1
487,none,24,existing_duly_paid,car_new,3757,up_to_100,over_7y,4,female_married_separated,co-applicant,4,none_unknown,62,none,free,1,employed,1,yes,yes,1
488,none,10,existing_duly_paid,car_new,1418,100_to_500,1_to_4y,3,male_single,none,2,real_estate,35,none,rent,1,unskilled_resident,1,no,no,1
489,none,6,existing_duly_paid,car_new,3518,up_to_100,1_to_4y,2,male_single,guarantor,3,building_society_savings_agreement_or_life_insurance,26,none,rent,1,employed,1,no,yes,1
490,none,12,critical_account,radio_tv,1934,up_to_100,over_7y,2,male_single,none,2,none_unknown,26,none,own,2,employed,1,no,yes,1
491,0_to_200,27,none_or_duly_paid,business,8318,up_to_100,over_7y,2,female_married_separated,none,4,none_unknown,42,none,free,2,highly_qualified_or_self-employed,1,yes,yes,0
492,none,6,critical_account,radio_tv,1237,100_to_500,1_to_4y,1,female_married_separated,none,1,building_society_savings_agreement_or_life_insurance,27,none,own,2,employed,1,no,yes,1
493,0_to_200,6,existing_duly_paid,radio_tv,368,unknown,over_7y,4,male_single,none,4,building_society_savings_agreement_or_life_insurance,38,none,own,1,employed,1,no,yes,1
494,negative,12,critical_account,car_new,2122,up_to_100,1_to_4y,3,male_single,none,2,real_estate,39,none,rent,2,unskilled_resident,2,no,no,1
495,negative,24,existing_duly_paid,furniture,2996,unknown,1_to_4y,2,male_married,none,4,car_other,20,none,own,1,employed,1,no,yes,0
496,0_to_200,36,existing_duly_paid,furniture,9034,100_to_500,up_to_1y,4,male_single,co-applicant,1,none_unknown,29,none,rent,1,highly_qualified_or_self-employed,1,yes,yes,0
497,none,24,critical_account,furniture,1585,up_to_100,4_to_7y,4,male_single,none,3,building_society_savings_agreement_or_life_insurance,40,none,own,2,employed,1,no,yes,1
498,0_to_200,18,existing_duly_paid,radio_tv,1301,up_to_100,over_7y,4,male_married,guarantor,2,real_estate,32,none,own,1,unskilled_resident,1,no,yes,1
499,over_200,6,critical_account,car_new,1323,100_to_500,over_7y,2,male_separated,none,4,car_other,28,none,own,2,employed,2,yes,yes,1
500,negative,24,existing_duly_paid,car_new,3123,up_to_100,up_to_1y,4,female_married_separated,none,1,building_society_savings_agreement_or_life_insurance,27,none,own,1,employed,1,no,yes,0
501,negative,36,existing_duly_paid,car:used,5493,up_to_100,over_7y,2,male_single,none,4,none_unknown,42,none,free,1,employed,2,no,yes,1
502,over_200,9,existing_duly_paid,radio_tv,1126,100_to_500,over_7y,2,male_separated,none,4,real_estate,49,none,own,1,employed,1,no,yes,1
503,0_to_200,24,critical_account,radio_tv,1216,100_to_500,up_to_1y,4,male_single,none,4,none_unknown,38,bank,own,2,employed,2,no,yes,0
504,negative,24,existing_duly_paid,car_new,1207,up_to_100,up_to_1y,4,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,24,none,rent,1,employed,1,no,yes,0
505,none,10,existing_duly_paid,car_new,1309,unknown,1_to_4y,4,male_single,guarantor,4,building_society_savings_agreement_or_life_insurance,27,none,own,1,unskilled_resident,1,no,yes,0
506,over_200,15,critical_account,car:used,2360,500_to_1000,1_to_4y,2,male_single,none,2,car_other,36,none,own,1,employed,1,yes,yes,1
507,0_to_200,15,duly_paid,car_new,6850,100_to_500,unemployed,1,male_single,none,2,building_society_savings_agreement_or_life_insurance,34,none,own,1,highly_qualified_or_self-employed,2,yes,yes,0
508,none,24,existing_duly_paid,radio_tv,1413,up_to_100,1_to_4y,4,male_married,none,2,building_society_savings_agreement_or_life_insurance,28,none,own,1,employed,1,no,yes,1
509,none,39,existing_duly_paid,car:used,8588,100_to_500,over_7y,4,male_single,none,2,car_other,45,none,own,1,highly_qualified_or_self-employed,1,yes,yes,1
510,negative,12,existing_duly_paid,car_new,759,up_to_100,4_to_7y,4,male_single,none,2,real_estate,26,none,own,1,employed,1,no,yes,0
511,none,36,existing_duly_paid,car:used,4686,up_to_100,1_to_4y,2,male_single,none,2,none_unknown,32,none,free,1,highly_qualified_or_self-employed,1,yes,yes,1
512,over_200,15,existing_duly_paid,business,2687,up_to_100,4_to_7y,2,male_single,none,4,building_society_savings_agreement_or_life_insurance,26,none,rent,1,employed,1,yes,yes,1
513,0_to_200,12,delayed,radio_tv,585,up_to_100,1_to_4y,4,male_married,co-applicant,4,real_estate,20,none,rent,2,employed,1,no,yes,1
514,none,24,existing_duly_paid,car_new,2255,unknown,up_to_1y,4,male_single,none,1,building_society_savings_agreement_or_life_insurance,54,none,own,1,employed,1,no,yes,1
515,negative,6,critical_account,car_new,609,up_to_100,4_to_7y,4,female_married_separated,none,3,building_society_savings_agreement_or_life_insurance,37,none,own,2,employed,1,no,no,1
516,negative,6,critical_account,car_new,1361,up_to_100,up_to_1y,2,male_single,none,4,real_estate,40,none,own,1,unskilled_resident,2,no,no,1
517,none,36,critical_account,furniture,7127,up_to_100,up_to_1y,2,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,23,none,rent,2,employed,1,yes,yes,0
518,negative,6,existing_duly_paid,car_new,1203,100_to_500,over_7y,3,male_single,none,2,building_society_savings_agreement_or_life_insurance,43,none,own,1,employed,1,yes,yes,1
519,none,6,critical_account,radio_tv,700,unknown,over_7y,4,male_single,none,4,none_unknown,36,none,free,2,employed,1,no,yes,1
520,none,24,critical_account,repairs,5507,up_to_100,over_7y,3,male_single,none,4,none_unknown,44,none,free,2,employed,1,no,yes,1
521,negative,18,existing_duly_paid,radio_tv,3190,up_to_100,1_to_4y,2,female_married_separated,none,2,real_estate,24,none,own,1,employed,1,no,yes,0
522,negative,48,none_or_duly_paid,furniture,7119,up_to_100,1_to_4y,3,male_single,none,4,none_unknown,53,none,free,2,employed,2,no,yes,0
523,none,24,existing_duly_paid,car:used,3488,100_to_500,4_to_7y,3,female_married_separated,none,4,car_other,23,none,own,1,employed,1,no,yes,1
524,0_to_200,18,existing_duly_paid,radio_tv,1113,up_to_100,1_to_4y,4,female_married_separated,guarantor,4,real_estate,26,none,own,1,unskilled_resident,2,no,yes,1
525,0_to_200,26,existing_duly_paid,car:used,7966,up_to_100,up_to_1y,2,male_single,none,3,car_other,30,none,own,2,employed,1,no,yes,1
526,none,15,critical_account,education,1532,100_to_500,1_to_4y,4,female_married_separated,none,3,car_other,31,none,own,1,employed,1,no,yes,1
527,none,4,critical_account,radio_tv,1503,up_to_100,4_to_7y,2,male_single,none,1,real_estate,42,none,own,2,unskilled_resident,2,no,yes,1
528,negative,36,existing_duly_paid,radio_tv,2302,up_to_100,1_to_4y,4,male_separated,none,4,car_other,31,none,rent,1,employed,1,no,yes,0
529,negative,6,existing_duly_paid,car_new,662,up_to_100,up_to_1y,3,male_single,none,4,real_estate,41,none,own,1,unskilled_resident,2,yes,yes,1
530,0_to_200,36,existing_duly_paid,education,2273,up_to_100,4_to_7y,3,male_single,none,1,car_other,32,none,own,2,employed,2,no,yes,1
531,0_to_200,15,existing_duly_paid,car_new,2631,100_to_500,1_to_4y,2,female_married_separated,none,4,car_other,28,none,rent,2,employed,1,yes,yes,0
532,none,12,delayed,car:used,1503,up_to_100,1_to_4y,4,male_married,none,4,real_estate,41,none,rent,1,employed,1,no,yes,1
533,none,24,existing_duly_paid,radio_tv,1311,100_to_500,4_to_7y,4,male_married,none,3,building_society_savings_agreement_or_life_insurance,26,none,own,1,employed,1,yes,yes,1
534,none,24,existing_duly_paid,radio_tv,3105,unknown,up_to_1y,4,male_single,none,2,car_other,25,none,own,2,employed,1,no,yes,1
535,over_200,21,critical_account,education,2319,up_to_100,up_to_1y,2,male_separated,none,1,car_other,33,none,rent,1,employed,1,no,yes,0
536,negative,6,existing_duly_paid,car_new,1374,unknown,unemployed,4,female_married_separated,none,3,building_society_savings_agreement_or_life_insurance,75,none,own,1,highly_qualified_or_self-employed,1,yes,yes,1
537,0_to_200,18,critical_account,furniture,3612,up_to_100,over_7y,3,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,37,none,own,1,employed,1,yes,yes,1
538,negative,48,existing_duly_paid,car_new,7763,up_to_100,over_7y,4,male_single,none,4,none_unknown,42,bank,free,1,highly_qualified_or_self-employed,1,no,yes,0
539,over_200,18,existing_duly_paid,furniture,3049,up_to_100,up_to_1y,1,female_married_separated,none,1,building_society_savings_agreement_or_life_insurance,45,stores,own,1,unskilled_resident,1,no,yes,1
